USERID,NAME,SURNAME,EMAIL,GENDER,RACE,AGE,PROVINCE,SOCIAL_MEDIA_HANDLE,EMAIL_CLEANED,SOCIAL_MEDIA_HANDLE_CLEANED,AGE_GROUP
931017,Romeo ,Langenfeld,Romeo 374@abcmail.com,male,indian_asian,25,Gauteng,@Romeo 37,romeo374@abcmail.com,@romeo37,25-34
931072,Filiberto ,Caves,Filiberto 44@abcmail.com,male,indian_asian,29,Kwazulu Natal,@Filiberto 4,filiberto44@abcmail.com,@filiberto4,25-34
931139,Len ,Sieren,Len 445@mailxyz.com,male,coloured,25,Gauteng,@Len 44,len445@mailxyz.com,@len44,25-34
931189,Dion ,Curran,Dion 334@abcmail.com,male,indian_asian,22,Gauteng,@Dion 33,dion334@abcmail.com,@dion33,18-24
931202,Samuel ,Roquemore,Samuel 264@abcmail.com,male,indian_asian,24,Kwazulu Natal,@Samuel 26,samuel264@abcmail.com,@samuel26,18-24
931222,Garry ,Marek,Garry 283@mail.com,male,indian_asian,26,Limpopo,@Garry 28,garry283@mail.com,@garry28,25-34
931228,Charlie ,Hier,Charlie 361@yahoo.com,male,white,37,Gauteng,@Charlie 36,charlie361@yahoo.com,@charlie36,35-44
931253,Eli ,Lavoie,Eli 295@mailxyz.com,male,coloured,26,Western Cape,@Eli 29,eli295@mailxyz.com,@eli29,25-34
931297,Jacinto ,Pool,Jacinto 251@yahoo.com,male,indian_asian,27,Limpopo,@Jacinto 25,jacinto251@yahoo.com,@jacinto25,25-34
931322,Kyle ,Nicholls,Kyle 63@mail.com,male,indian_asian,30,Limpopo,@Kyle 6,kyle63@mail.com,@kyle6,25-34
931360,Lesli ,Martello,Lesli 382@gmail.com,female,,33,Gauteng,@Lesli 38,lesli382@gmail.com,@lesli38,25-34
931362,Michel ,Langenfeld,Michel 202@gmail.com,male,indian_asian,29,Limpopo,@Michel 20,michel202@gmail.com,@michel20,25-34
931426,Markus ,Fudge,Markus 191@yahoo.com,male,indian_asian,32,Gauteng,@Markus 19,markus191@yahoo.com,@markus19,25-34
931433,Haywood ,Pascarella,Haywood 91@yahoo.com,male,indian_asian,36,Western Cape,@Haywood 9,haywood91@yahoo.com,@haywood9,35-44
931444,Jacinto ,Nicholls,Jacinto 252@gmail.com,male,indian_asian,31,Limpopo,@Jacinto 25,jacinto252@gmail.com,@jacinto25,25-34
931460,Stefan ,Mcculloch,Stefan 462@gmail.com,male,indian_asian,34,Kwazulu Natal,@Stefan 46,stefan462@gmail.com,@stefan46,25-34
931483,Randy ,Arrieta,Randy 391@yahoo.com,male,indian_asian,34,Limpopo,@Randy 39,randy391@yahoo.com,@randy39,25-34
931546,Loyd ,Shkreli,Loyd 492@gmail.com,male,indian_asian,26,North West,@Loyd 49,loyd492@gmail.com,@loyd49,25-34
931557,Romeo ,Roquemore,Romeo 372@gmail.com,male,black,27,Gauteng,@Romeo 37,romeo372@gmail.com,@romeo37,25-34
931586,Abel ,Mcculloch,Abel 185@mailxyz.com,male,indian_asian,33,Gauteng,@Abel 18,abel185@mailxyz.com,@abel18,25-34
931632,Lucas ,Arrieta,Lucas 232@gmail.com,male,indian_asian,32,Gauteng,@Lucas 23,lucas232@gmail.com,@lucas23,25-34
931689,Valentine ,Curran,Valentine 473@mail.com,male,white,29,Western Cape,@Valentine 47,valentine473@mail.com,@valentine47,25-34
931709,Efren ,Langenfeld,Efren 132@gmail.com,male,white,25,Gauteng,@Efren 13,efren132@gmail.com,@efren13,25-34
931724,Cody ,Biggers,Cody 123@mail.com,male,indian_asian,26,Limpopo,@Cody 12,cody123@mail.com,@cody12,25-34
931733,Stefan ,Vital,Stefan 465@mailxyz.com,male,indian_asian,28,Mpumalanga,@Stefan 46,stefan465@mailxyz.com,@stefan46,25-34
932000,Donald ,Tatham,Donald 221@yahoo.com,male,coloured,46,Western Cape,@Donald 22,donald221@yahoo.com,@donald22,45-54
932007,Loyd ,Martello,Loyd 493@mail.com,male,white,43,Free State,@Loyd 49,loyd493@mail.com,@loyd49,35-44
939566,Bret ,Holt,Bret 314@abcmail.com,male,,29,Mpumalanga,@Bret 31,bret314@abcmail.com,@bret31,25-34
939570,Emerson ,Marek,Emerson 244@abcmail.com,male,,22,Gauteng,@Emerson 24,emerson244@abcmail.com,@emerson24,18-24
939575,Samuel ,Sieren,Samuel 261@yahoo.com,male,black,25,Gauteng,@Samuel 26,samuel261@yahoo.com,@samuel26,25-34
939592,Brendan ,Mccown,Brendan 455@mailxyz.com,male,coloured,34,Western Cape,@Brendan 45,brendan455@mailxyz.com,@brendan45,25-34
939600,Wilton ,Mccown,Wilton 414@abcmail.com,male,black,31,Gauteng,@Wilton 41,wilton414@abcmail.com,@wilton41,25-34
939602,Lane ,Mastrangelo,Lane 112@gmail.com,male,coloured,18,Eastern Cape,@Lane 11,lane112@gmail.com,@lane11,18-24
939603,Royal ,Borelli,Royal 175@mailxyz.com,male,indian_asian,30,Limpopo,@Royal 17,royal175@mailxyz.com,@royal17,25-34
939606,Cory ,Gettys,Cory 105@mailxyz.com,male,coloured,38,Western Cape,@Cory 10,cory105@mailxyz.com,@cory10,35-44
939607,Wilburn ,Caves,Wilburn 303@mail.com,male,indian_asian,29,Limpopo,@Wilburn 30,wilburn303@mail.com,@wilburn30,25-34
939619,Carter ,Curran,Carter 32@gmail.com,male,coloured,50,Western Cape,@Carter 3,carter32@gmail.com,@carter3,45-54
939622,Markus ,Pool,Markus 192@gmail.com,male,white,38,Mpumalanga,@Markus 19,markus192@gmail.com,@markus19,35-44
939624,Charlie ,Woolard,Charlie 363@mail.com,male,black,19,Gauteng,@Charlie 36,charlie363@mail.com,@charlie36,18-24
939659,Art ,Mccollum,Art 404@abcmail.com,male,black,21,Limpopo,@Art 40,art404@abcmail.com,@art40,18-24
939662,Samuel ,Paradis,Samuel 265@mailxyz.com,male,black,23,Mpumalanga,@Samuel 26,samuel265@mailxyz.com,@samuel26,18-24
939668,Abel ,Restivo,Abel 181@yahoo.com,male,black,21,Mpumalanga,@Abel 18,abel181@yahoo.com,@abel18,18-24
939673,Royal ,Borelli,Royal 172@gmail.com,male,black,29,Western Cape,@Royal 17,royal172@gmail.com,@royal17,25-34
939679,Lucas ,Lavoie,Lucas 232@gmail.com,male,coloured,41,Western Cape,@Lucas 23,lucas232@gmail.com,@lucas23,35-44
939680,Art ,Restivo,Art 402@gmail.com,male,white,19,Gauteng,@Art 40,art402@gmail.com,@art40,18-24
939694,Cody ,Deblois,Cody 124@abcmail.com,male,indian_asian,30,Gauteng,@Cody 12,cody124@abcmail.com,@cody12,25-34
939695,Nubia ,Sytsma,Nubia 192@gmail.com,female,black,31,Gauteng,@Nubia 19,nubia192@gmail.com,@nubia19,25-34
939699,Samuel ,Sieren,Samuel 264@abcmail.com,male,,36,Western Cape,@Samuel 26,samuel264@abcmail.com,@samuel26,35-44
939702,Cody ,Sytsma,Cody 124@abcmail.com,male,,37,Western Cape,@Cody 12,cody124@abcmail.com,@cody12,35-44
939712,Bernardo ,Borelli,Bernardo 322@gmail.com,male,black,42,Western Cape,@Bernardo 32,bernardo322@gmail.com,@bernardo32,35-44
939713,Carter ,Pool,Carter 34@abcmail.com,male,coloured,26,Free State,@Carter 3,carter34@abcmail.com,@carter3,25-34
939717,Donald ,Mina,Donald 221@yahoo.com,male,indian_asian,27,Gauteng,@Donald 22,donald221@yahoo.com,@donald22,25-34
939719,Eli ,Mccollum,Eli 294@abcmail.com,male,white,28,Kwazulu Natal,@Eli 29,eli294@abcmail.com,@eli29,25-34
939723,Efren ,Pascarella,Efren 135@mailxyz.com,male,black,31,Gauteng,@Efren 13,efren135@mailxyz.com,@efren13,25-34
939729,Stacy ,Fudge,Stacy 274@abcmail.com,male,coloured,34,Eastern Cape,@Stacy 27,stacy274@abcmail.com,@stacy27,25-34
939732,Romeo ,Mastrangelo,Romeo 375@mailxyz.com,male,black,33,Gauteng,@Romeo 37,romeo375@mailxyz.com,@romeo37,25-34
939753,Michel ,Lavoie,Michel 201@yahoo.com,male,coloured,43,Western Cape,@Michel 20,michel201@yahoo.com,@michel20,35-44
939765,Kip ,Mosser,Kip 141@yahoo.com,male,black,39,Gauteng,@Kip 14,kip141@yahoo.com,@kip14,35-44
939766,Claud ,Paradis,Claud 345@mailxyz.com,male,black,22,Gauteng,@Claud 34,claud345@mailxyz.com,@claud34,18-24
939769,Dion ,Curran,Dion 335@mailxyz.com,male,black,27,Western Cape,@Dion 33,dion335@mailxyz.com,@dion33,25-34
939774,Filiberto ,Curran,Filiberto 41@yahoo.com,male,indian_asian,13,Gauteng,@Filiberto 4,filiberto41@yahoo.com,@filiberto4,<18
939781,Len ,Gettys,Len 441@yahoo.com,male,coloured,28,Western Cape,@Len 44,len441@yahoo.com,@len44,25-34
939786,Lillian ,Borelli,Lillian 35@mailxyz.com,female,black,24,Eastern Cape,@Lillian 3,lillian35@mailxyz.com,@lillian3,18-24
939792,Shane ,Singer,Shane 24@abcmail.com,male,indian_asian,23,Eastern Cape,@Shane 2,shane24@abcmail.com,@shane2,18-24
939802,Romeo ,Vital,Romeo 371@yahoo.com,male,indian_asian,23,Kwazulu Natal,@Romeo 37,romeo371@yahoo.com,@romeo37,18-24
939807,Hugh,Caves,Hugh11@yahoo.com,male,coloured,28,Western Cape,@Hugh1,hugh11@yahoo.com,@hugh1,25-34
939819,Kip ,Pascarella,Kip 145@mailxyz.com,male,indian_asian,27,Kwazulu Natal,@Kip 14,kip145@mailxyz.com,@kip14,25-34
939833,Hugh,Bilyeu,Hugh12@gmail.com,male,indian_asian,36,Gauteng,@Hugh1,hugh12@gmail.com,@hugh1,35-44
939846,Hollis ,Mina,Hollis 381@yahoo.com,male,black,17,Kwazulu Natal,@Hollis 38,hollis381@yahoo.com,@hollis38,<18
939866,Luann ,Mina,Luann 71@yahoo.com,female,coloured,28,Gauteng,@Luann 7,luann71@yahoo.com,@luann7,25-34
939867,Michel ,Hier,Michel 203@mail.com,male,black,50,Mpumalanga,@Michel 20,michel203@mail.com,@michel20,45-54
939878,Abel ,Reisinger,Abel 182@gmail.com,male,black,22,Gauteng,@Abel 18,abel182@gmail.com,@abel18,18-24
939912,Art ,Biggers,Art 404@abcmail.com,male,black,49,Western Cape,@Art 40,art404@abcmail.com,@art40,45-54
939922,Art ,Woolard,Art 401@yahoo.com,male,indian_asian,34,Eastern Cape,@Art 40,art401@yahoo.com,@art40,25-34
939925,Bernardo ,Nicholls,Bernardo 321@yahoo.com,male,indian_asian,26,Gauteng,@Bernardo 32,bernardo321@yahoo.com,@bernardo32,25-34
939928,Valentine ,Mosser,Valentine 474@abcmail.com,male,other,45,Gauteng,@Valentine 47,valentine474@abcmail.com,@valentine47,45-54
939941,Lucas ,Pascarella,Lucas 235@mailxyz.com,male,black,26,Limpopo,@Lucas 23,lucas235@mailxyz.com,@lucas23,25-34
939975,Brendan ,Jacox,Brendan 453@mail.com,male,black,41,Gauteng,@Brendan 45,brendan453@mail.com,@brendan45,35-44
939977,Kyle ,Paradis,Kyle 63@mail.com,male,black,24,Mpumalanga,@Kyle 6,kyle63@mail.com,@kyle6,18-24
939980,Bret ,Holt,Bret 314@abcmail.com,male,white,31,Gauteng,@Bret 31,bret314@abcmail.com,@bret31,25-34
939982,Wilton ,Mcculloch,Wilton 411@yahoo.com,male,black,46,Kwazulu Natal,@Wilton 41,wilton411@yahoo.com,@wilton41,45-54
939992,Robby ,Lavoie,Robby 165@mailxyz.com,male,indian_asian,44,Gauteng,@Robby 16,robby165@mailxyz.com,@robby16,35-44
940010,Kip ,Caves,Kip 141@yahoo.com,male,black,27,Gauteng,@Kip 14,kip141@yahoo.com,@kip14,25-34
940027,Irving ,Restivo,Irving 51@yahoo.com,male,,111,Limpopo,@Irving 5,irving51@yahoo.com,@irving5,65+
940030,Markus ,Zweifel,Markus 193@mail.com,male,black,25,Gauteng,@Markus 19,markus193@mail.com,@markus19,25-34
940031,Filiberto ,Borelli,Filiberto 45@mailxyz.com,male,black,42,Eastern Cape,@Filiberto 4,filiberto45@mailxyz.com,@filiberto4,35-44
940064,Dee ,Restivo,Dee 214@abcmail.com,male,coloured,45,Western Cape,@Dee 21,dee214@abcmail.com,@dee21,45-54
940076,Cody ,Nicholls,Cody 125@mailxyz.com,male,black,51,Eastern Cape,@Cody 12,cody125@mailxyz.com,@cody12,45-54
940093,Kip ,Lavoie,Kip 145@mailxyz.com,male,coloured,45,Western Cape,@Kip 14,kip145@mailxyz.com,@kip14,45-54
940108,Donald ,Mastrangelo,Donald 221@yahoo.com,male,black,22,Mpumalanga,@Donald 22,donald221@yahoo.com,@donald22,18-24
940130,Claud ,Curran,Claud 345@mailxyz.com,male,black,39,Kwazulu Natal,@Claud 34,claud345@mailxyz.com,@claud34,35-44
940149,Lloyd ,Lavoie,Lloyd 73@mail.com,male,black,32,Gauteng,@Lloyd 7,lloyd73@mail.com,@lloyd7,25-34
940154,Stacy ,Beville,Stacy 274@abcmail.com,male,indian_asian,35,Gauteng,@Stacy 27,stacy274@abcmail.com,@stacy27,35-44
940163,Robby ,Holt,Robby 163@mail.com,male,black,18,Free State,@Robby 16,robby163@mail.com,@robby16,18-24
940169,Kyle ,Tancredi,Kyle 64@abcmail.com,male,black,45,Gauteng,@Kyle 6,kyle64@abcmail.com,@kyle6,45-54
940170,Markus ,Beville,Markus 195@mailxyz.com,male,black,31,Kwazulu Natal,@Markus 19,markus195@mailxyz.com,@markus19,25-34
940176,Loyd ,Roquemore,Loyd 492@gmail.com,male,black,31,Eastern Cape,@Loyd 49,loyd492@gmail.com,@loyd49,25-34
940177,Stephen ,Tancredi,Stephen 154@abcmail.com,male,indian_asian,39,Gauteng,@Stephen 15,stephen154@abcmail.com,@stephen15,35-44
940183,Cory ,Langenfeld,Cory 103@mail.com,male,white,40,Limpopo,@Cory 10,cory103@mail.com,@cory10,35-44
940195,Robby ,Woolard,Robby 164@abcmail.com,male,black,20,Mpumalanga,@Robby 16,robby164@abcmail.com,@robby16,18-24
940201,Art ,Hoadley,Art 402@gmail.com,male,black,34,Gauteng,@Art 40,art402@gmail.com,@art40,25-34
940208,Filiberto ,Pilot,Filiberto 45@mailxyz.com,male,black,24,Limpopo,@Filiberto 4,filiberto45@mailxyz.com,@filiberto4,18-24
940210,Reagan ,Biggers,Reagan 322@gmail.com,female,black,23,Mpumalanga,@Reagan 32,reagan322@gmail.com,@reagan32,18-24
940212,Michel ,Shkreli,Michel 202@gmail.com,male,indian_asian,22,Gauteng,@Michel 20,michel202@gmail.com,@michel20,18-24
940243,Loyd ,Singer,Loyd 493@mail.com,male,black,43,Gauteng,@Loyd 49,loyd493@mail.com,@loyd49,35-44
940244,Stefan ,Hoadley,Stefan 464@abcmail.com,male,black,26,Kwazulu Natal,@Stefan 46,stefan464@abcmail.com,@stefan46,25-34
940250,Zetta ,Gettys,Zetta 275@mailxyz.com,female,indian_asian,46,Eastern Cape,@Zetta 27,zetta275@mailxyz.com,@zetta27,45-54
940266,Trudie ,Restivo,Trudie 262@gmail.com,female,black,15,Kwazulu Natal,@Trudie 26,trudie262@gmail.com,@trudie26,<18
940268,Efren ,Mcclaine,Efren 131@yahoo.com,male,black,33,Gauteng,@Efren 13,efren131@yahoo.com,@efren13,25-34
940271,Yong ,Sieren,Yong 483@mail.com,male,coloured,48,Western Cape,@Yong 48,yong483@mail.com,@yong48,45-54
940281,Shane ,Leicht,Shane 23@mail.com,male,white,35,Gauteng,@Shane 2,shane23@mail.com,@shane2,35-44
940286,Bret ,Creager,Bret 315@mailxyz.com,male,indian_asian,27,Gauteng,@Bret 31,bret315@mailxyz.com,@bret31,25-34
940290,Emerson ,Leicht,Emerson 244@abcmail.com,male,,67,Gauteng,@Emerson 24,emerson244@abcmail.com,@emerson24,65+
940303,Irving ,Creager,Irving 52@gmail.com,male,,32,Western Cape,@Irving 5,irving52@gmail.com,@irving5,25-34
940308,Hyman ,Hoadley,Hyman 85@mailxyz.com,male,,32,Gauteng,@Hyman 8,hyman85@mailxyz.com,@hyman8,25-34
940320,Charlie ,Lavoie,Charlie 361@yahoo.com,male,,23,Limpopo,@Charlie 36,charlie361@yahoo.com,@charlie36,18-24
940329,Zetta ,Gettys,Zetta 123@mail.com,female,white,34,Gauteng,@Zetta 12,zetta123@mail.com,@zetta12,25-34
940343,Haywood ,Bilyeu,Haywood 91@yahoo.com,male,black,39,Mpumalanga,@Haywood 9,haywood91@yahoo.com,@haywood9,35-44
940353,Brendan ,Mccown,Brendan 453@mail.com,male,indian_asian,29,Gauteng,@Brendan 45,brendan453@mail.com,@brendan45,25-34
940374,Stefan ,Paradis,Stefan 465@mailxyz.com,male,coloured,37,Western Cape,@Stefan 46,stefan465@mailxyz.com,@stefan46,35-44
940384,Hyman ,Mccown,Hyman 82@gmail.com,male,black,20,Gauteng,@Hyman 8,hyman82@gmail.com,@hyman8,18-24
940392,Krysta ,Mastrangelo,Krysta 285@mailxyz.com,female,black,29,Gauteng,@Krysta 28,krysta285@mailxyz.com,@krysta28,25-34
940422,Stefan ,Mccown,Stefan 461@yahoo.com,male,black,38,North West,@Stefan 46,stefan461@yahoo.com,@stefan46,35-44
940427,Efren ,Hier,Efren 133@mail.com,male,indian_asian,24,Gauteng,@Efren 13,efren133@mail.com,@efren13,18-24
940434,Carter ,Borelli,Carter 31@yahoo.com,male,coloured,21,Western Cape,@Carter 3,carter31@yahoo.com,@carter3,18-24
940436,Lane ,Mccown,Lane 111@yahoo.com,male,indian_asian,29,Free State,@Lane 11,lane111@yahoo.com,@lane11,25-34
940446,Filiberto ,Jacox,Filiberto 44@abcmail.com,male,,24,Gauteng,@Filiberto 4,filiberto44@abcmail.com,@filiberto4,18-24
940454,Efren ,Holt,Efren 131@yahoo.com,male,indian_asian,22,Gauteng,@Efren 13,efren131@yahoo.com,@efren13,18-24
940466,Stacy ,Arrieta,Stacy 275@mailxyz.com,male,white,26,Limpopo,@Stacy 27,stacy275@mailxyz.com,@stacy27,25-34
940469,Dee ,Mccollum,Dee 215@mailxyz.com,male,,42,Gauteng,@Dee 21,dee215@mailxyz.com,@dee21,35-44
940476,Brendan ,Mccollum,Brendan 454@abcmail.com,male,black,40,Mpumalanga,@Brendan 45,brendan454@abcmail.com,@brendan45,35-44
940485,Randy ,Martello,Randy 393@mail.com,male,indian_asian,27,Kwazulu Natal,@Randy 39,randy393@mail.com,@randy39,25-34
940509,Bernardo ,Shkreli,Bernardo 321@yahoo.com,male,other,26,Western Cape,@Bernardo 32,bernardo321@yahoo.com,@bernardo32,25-34
940516,Hollis ,Holt,Hollis 385@mailxyz.com,male,coloured,42,Kwazulu Natal,@Hollis 38,hollis385@mailxyz.com,@hollis38,35-44
940522,Stephen ,Tancredi,Stephen 155@mailxyz.com,male,black,29,Gauteng,@Stephen 15,stephen155@mailxyz.com,@stephen15,25-34
940545,Shandra ,Mccollum,Shandra 84@abcmail.com,female,black,33,Gauteng,@Shandra 8,shandra84@abcmail.com,@shandra8,25-34
940555,Shane ,Styer,Shane 21@yahoo.com,male,indian_asian,25,Limpopo,@Shane 2,shane21@yahoo.com,@shane2,25-34
940585,Emerson ,Shkreli,Emerson 245@mailxyz.com,male,black,24,Free State,@Emerson 24,emerson245@mailxyz.com,@emerson24,18-24
940586,Bret ,Mastrangelo,Bret 314@abcmail.com,male,black,34,Gauteng,@Bret 31,bret314@abcmail.com,@bret31,25-34
940590,Dee ,Mccollum,Dee 211@yahoo.com,male,coloured,27,Western Cape,@Dee 21,dee211@yahoo.com,@dee21,25-34
940595,Royal ,Bilyeu,Royal 172@gmail.com,male,black,31,Limpopo,@Royal 17,royal172@gmail.com,@royal17,25-34
940602,Yong ,Bilyeu,Yong 485@mailxyz.com,male,indian_asian,32,Gauteng,@Yong 48,yong485@mailxyz.com,@yong48,25-34
940611,Lane ,Curran,Lane 111@yahoo.com,male,black,29,Gauteng,@Lane 11,lane111@yahoo.com,@lane11,25-34
940614,Len ,Paradis,Len 444@abcmail.com,male,indian_asian,32,Gauteng,@Len 44,len444@abcmail.com,@len44,25-34
940616,Stephen ,Sieren,Stephen 155@mailxyz.com,male,coloured,39,Western Cape,@Stephen 15,stephen155@mailxyz.com,@stephen15,35-44
940621,Garry ,Sytsma,Garry 283@mail.com,male,indian_asian,27,Western Cape,@Garry 28,garry283@mail.com,@garry28,25-34
940626,Wilton ,Hier,Wilton 411@yahoo.com,male,white,10,Gauteng,@Wilton 41,wilton411@yahoo.com,@wilton41,<18
940631,Krysta ,Mastrangelo,Krysta 85@mailxyz.com,female,black,27,Kwazulu Natal,@Krysta 8,krysta85@mailxyz.com,@krysta8,25-34
940635,Randy ,Hoadley,Randy 394@abcmail.com,male,black,49,Kwazulu Natal,@Randy 39,randy394@abcmail.com,@randy39,45-54
940640,Lloyd ,Langenfeld,Lloyd 75@mailxyz.com,male,indian_asian,30,Gauteng,@Lloyd 7,lloyd75@mailxyz.com,@lloyd7,25-34
940643,Dee ,Hoadley,Dee 211@yahoo.com,male,coloured,28,Gauteng,@Dee 21,dee211@yahoo.com,@dee21,25-34
940648,Charlie ,Vital,Charlie 361@yahoo.com,male,black,26,Gauteng,@Charlie 36,charlie361@yahoo.com,@charlie36,25-34
940664,Alecia ,Roquemore,Alecia 343@mail.com,female,black,36,Northern Cape,@Alecia 34,alecia343@mail.com,@alecia34,35-44
940668,Shane ,Woolard,Shane 23@mail.com,male,black,30,Gauteng,@Shane 2,shane23@mail.com,@shane2,25-34
940671,Earl ,Deblois,Earl 425@mailxyz.com,male,white,34,Kwazulu Natal,@Earl 42,earl425@mailxyz.com,@earl42,25-34
940707,Lloyd ,Mastrangelo,Lloyd 74@abcmail.com,male,indian_asian,26,Eastern Cape,@Lloyd 7,lloyd74@abcmail.com,@lloyd7,25-34
940714,Eli ,Mastrangelo,Eli 294@abcmail.com,male,black,40,Kwazulu Natal,@Eli 29,eli294@abcmail.com,@eli29,35-44
940736,Efren ,Arrieta,Efren 134@abcmail.com,male,indian_asian,27,Gauteng,@Efren 13,efren134@abcmail.com,@efren13,25-34
940738,Dee ,Nicholls,Dee 213@mail.com,male,indian_asian,33,Gauteng,@Dee 21,dee213@mail.com,@dee21,25-34
940746,Lloyd ,Woolard,Lloyd 75@mailxyz.com,male,indian_asian,38,Gauteng,@Lloyd 7,lloyd75@mailxyz.com,@lloyd7,35-44
940749,Jared ,Beville,Jared 505@mailxyz.com,male,coloured,30,Western Cape,@Jared 50,jared505@mailxyz.com,@jared50,25-34
940755,Luann ,Mina,Luann 234@abcmail.com,female,coloured,26,Gauteng,@Luann 23,luann234@abcmail.com,@luann23,25-34
940756,Cory ,Hoadley,Cory 101@yahoo.com,male,black,42,Kwazulu Natal,@Cory 10,cory101@yahoo.com,@cory10,35-44
940769,Claud ,Tancredi,Claud 344@abcmail.com,male,black,25,Eastern Cape,@Claud 34,claud344@abcmail.com,@claud34,25-34
940775,Stephen ,Sytsma,Stephen 152@gmail.com,male,coloured,32,Eastern Cape,@Stephen 15,stephen152@gmail.com,@stephen15,25-34
940779,Dee ,Singer,Dee 211@yahoo.com,male,indian_asian,33,Kwazulu Natal,@Dee 21,dee211@yahoo.com,@dee21,25-34
940794,Loyd ,Tancredi,Loyd 495@mailxyz.com,male,white,33,Mpumalanga,@Loyd 49,loyd495@mailxyz.com,@loyd49,25-34
940797,Kyle ,Pilot,Kyle 63@mail.com,male,coloured,44,Eastern Cape,@Kyle 6,kyle63@mail.com,@kyle6,35-44
940801,Dion ,Slane,Dion 335@mailxyz.com,male,black,30,Western Cape,@Dion 33,dion335@mailxyz.com,@dion33,25-34
940811,Robby ,Holt,Robby 162@gmail.com,male,coloured,47,Kwazulu Natal,@Robby 16,robby162@gmail.com,@robby16,45-54
940827,Earline ,Zweifel,Earline 281@yahoo.com,female,black,27,Gauteng,@Earline 28,earline281@yahoo.com,@earline28,25-34
940881,Garry ,Hier,Garry 283@mail.com,male,indian_asian,31,Limpopo,@Garry 28,garry283@mail.com,@garry28,25-34
940888,Dion ,Shkreli,Dion 332@gmail.com,male,,29,Gauteng,@Dion 33,dion332@gmail.com,@dion33,25-34
940889,Dia ,Arrieta,Dia 82@gmail.com,female,coloured,35,Western Cape,@Dia 8,dia82@gmail.com,@dia8,35-44
940895,Rebekah ,Paradis,Rebekah 91@yahoo.com,female,,34,Gauteng,@Rebekah 9,rebekah91@yahoo.com,@rebekah9,25-34
940902,Hugh,Martello,Hugh15@mailxyz.com,male,black,44,Western Cape,@Hugh1,hugh15@mailxyz.com,@hugh1,35-44
940937,Cody ,Mccown,Cody 125@mailxyz.com,male,white,30,Western Cape,@Cody 12,cody125@mailxyz.com,@cody12,25-34
940948,Abel ,Creager,Abel 181@yahoo.com,male,black,27,Mpumalanga,@Abel 18,abel181@yahoo.com,@abel18,25-34
940967,Carter ,Creager,Carter 32@gmail.com,male,indian_asian,31,Gauteng,@Carter 3,carter32@gmail.com,@carter3,25-34
940971,Wilburn ,Condie,Wilburn 304@abcmail.com,male,coloured,39,Free State,@Wilburn 30,wilburn304@abcmail.com,@wilburn30,35-44
940974,Hollis ,Tatham,Hollis 381@yahoo.com,male,black,41,Western Cape,@Hollis 38,hollis381@yahoo.com,@hollis38,35-44
940976,Loris ,Hier,Loris 164@abcmail.com,female,black,32,Kwazulu Natal,@Loris 16,loris164@abcmail.com,@loris16,25-34
940991,Filiberto ,Restivo,Filiberto 45@mailxyz.com,male,coloured,25,Western Cape,@Filiberto 4,filiberto45@mailxyz.com,@filiberto4,25-34
940992,Donald ,Mina,Donald 225@mailxyz.com,male,coloured,22,Western Cape,@Donald 22,donald225@mailxyz.com,@donald22,18-24
941003,Randy ,Vital,Randy 393@mail.com,male,black,24,Gauteng,@Randy 39,randy393@mail.com,@randy39,18-24
941006,Rebecka ,Shkreli,Rebecka 243@mail.com,female,indian_asian,29,Kwazulu Natal,@Rebecka 24,rebecka243@mail.com,@rebecka24,25-34
941007,Kip ,Mastrangelo,Kip 145@mailxyz.com,male,black,29,Gauteng,@Kip 14,kip145@mailxyz.com,@kip14,25-34
941012,Dee ,Mcclaine,Dee 213@mail.com,male,indian_asian,25,Gauteng,@Dee 21,dee213@mail.com,@dee21,25-34
941028,Carter ,Sytsma,Carter 32@gmail.com,male,black,30,Gauteng,@Carter 3,carter32@gmail.com,@carter3,25-34
941041,Stacy ,Condie,Stacy 271@yahoo.com,male,indian_asian,38,Eastern Cape,@Stacy 27,stacy271@yahoo.com,@stacy27,35-44
941046,Chas ,Gettys,Chas 354@abcmail.com,male,black,18,Limpopo,@Chas 35,chas354@abcmail.com,@chas35,18-24
941048,Irving ,Mina,Irving 53@mail.com,male,white,45,Gauteng,@Irving 5,irving53@mail.com,@irving5,45-54
941061,Randy ,Marek,Randy 395@mailxyz.com,male,,45,North West,@Randy 39,randy395@mailxyz.com,@randy39,45-54
941092,Haywood ,Reisinger,Haywood 91@yahoo.com,male,other,25,Kwazulu Natal,@Haywood 9,haywood91@yahoo.com,@haywood9,25-34
941095,Brendan ,Mcclaine,Brendan 453@mail.com,male,indian_asian,26,Gauteng,@Brendan 45,brendan453@mail.com,@brendan45,25-34
941108,Malika ,Sieren,Malika 413@mail.com,female,,26,Gauteng,@Malika 41,malika413@mail.com,@malika41,25-34
941112,Romeo ,Woolard,Romeo 373@mail.com,male,black,38,Mpumalanga,@Romeo 37,romeo373@mail.com,@romeo37,35-44
941116,Lloyd ,Condie,Lloyd 72@gmail.com,male,indian_asian,31,Mpumalanga,@Lloyd 7,lloyd72@gmail.com,@lloyd7,25-34
941137,Yong ,Tatham,Yong 484@abcmail.com,male,black,27,Gauteng,@Yong 48,yong484@abcmail.com,@yong48,25-34
941143,Art ,Woolard,Art 402@gmail.com,male,coloured,24,Western Cape,@Art 40,art402@gmail.com,@art40,18-24
